Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,4069,
Trigger Level,1.400E+00,
Source,CH1,
Vertical Units,A,
Vertical Units Div,0,
Vertical Units Extend Div,36,
Label, ,
Probe Type,1,
Probe Ratio,1.000E+02,
Vertical Scale,2.000E-01,
Vertical Position,-6.080E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-03,
Horizontal Position,9.300E-04,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,1.000E-06,
Horizontal Old Scale,1.000E-03,
Horizontal Old Position,9.300E-04,
Firmware,V1.17,
Mode,Detail,
Waveform Data,
-1.626000e-03,-7.20e-02,
-1.625000e-03,4.80e-02,
-1.624000e-03,2.40e-02,
-1.623000e-03,1.28e-01,
-1.622000e-03,-3.20e-02,
-1.621000e-03,-5.60e-02,
-1.620000e-03,-9.60e-02,
-1.619000e-03,-7.20e-02,
-1.618000e-03,-4.80e-02,
-1.617000e-03,-8.80e-02,
-1.616000e-03,4.80e-02,
-1.615000e-03,-8.00e-03,
-1.614000e-03,8.00e-03,
-1.613000e-03,1.28e-01,
-1.612000e-03,8.00e-03,
-1.611000e-03,2.40e-02,
-1.610000e-03,-1.60e-02,
-1.609000e-03,2.40e-02,
-1.608000e-03,8.00e-03,
-1.607000e-03,-4.80e-02,
-1.606000e-03,8.00e-03,
-1.605000e-03,-3.20e-02,
-1.604000e-03,3.20e-02,
-1.603000e-03,7.20e-02,
-1.602000e-03,7.20e-02,
-1.601000e-03,4.80e-02,
-1.600000e-03,7.20e-02,
-1.599000e-03,2.40e-02,
-1.598000e-03,-3.20e-02,
-1.597000e-03,2.40e-02,
-1.596000e-03,-9.60e-02,
-1.595000e-03,3.20e-02,
-1.594000e-03,8.80e-02,
-1.593000e-03,4.80e-02,
-1.592000e-03,8.80e-02,
-1.591000e-03,-4.80e-02,
-1.590000e-03,8.80e-02,
-1.589000e-03,3.20e-02,
-1.588000e-03,-8.00e-03,
-1.587000e-03,-4.80e-02,
-1.586000e-03,1.04e-01,
-1.585000e-03,3.20e-02,
-1.584000e-03,-1.60e-02,
-1.583000e-03,-8.00e-03,
-1.582000e-03,-4.80e-02,
-1.581000e-03,1.12e-01,
-1.580000e-03,2.24e-01,
-1.579000e-03,2.64e-01,
-1.578000e-03,1.52e-01,
-1.577000e-03,2.48e-01,
-1.576000e-03,1.84e-01,
-1.575000e-03,1.04e-01,
-1.574000e-03,7.20e-02,
-1.573000e-03,1.28e-01,
-1.572000e-03,1.52e-01,
-1.571000e-03,8.80e-02,
-1.570000e-03,8.00e-03,
-1.569000e-03,2.40e-02,
-1.568000e-03,8.80e-02,
-1.567000e-03,8.00e-03,
-1.566000e-03,1.04e-01,
-1.565000e-03,4.80e-02,
-1.564000e-03,6.40e-02,
-1.563000e-03,3.20e-02,
-1.562000e-03,-4.80e-02,
-1.561000e-03,8.00e-03,
-1.560000e-03,-1.60e-02,
-1.559000e-03,-3.20e-02,
-1.558000e-03,6.40e-02,
-1.557000e-03,-8.00e-03,
-1.556000e-03,2.40e-02,
-1.555000e-03,3.20e-02,
-1.554000e-03,-9.60e-02,
-1.553000e-03,-1.60e-02,
-1.552000e-03,8.00e-03,
-1.551000e-03,-1.60e-02,
-1.550000e-03,6.40e-02,
-1.549000e-03,-8.00e-03,
-1.548000e-03,4.80e-02,
-1.547000e-03,4.80e-02,
-1.546000e-03,7.20e-02,
-1.545000e-03,6.40e-02,
-1.544000e-03,-5.60e-02,
-1.543000e-03,-5.60e-02,
-1.542000e-03,-8.00e-03,
-1.541000e-03,8.00e-03,
-1.540000e-03,8.00e-03,
-1.539000e-03,2.40e-02,
-1.538000e-03,7.20e-02,
-1.537000e-03,-8.00e-03,
-1.536000e-03,7.20e-02,
-1.535000e-03,4.80e-02,
-1.534000e-03,-1.60e-02,
-1.533000e-03,-7.20e-02,
-1.532000e-03,-5.60e-02,
-1.531000e-03,-7.20e-02,
-1.530000e-03,3.20e-02,
-1.529000e-03,-1.60e-02,
-1.528000e-03,3.20e-02,
-1.527000e-03,3.20e-02,
-1.526000e-03,-3.20e-02,
-1.525000e-03,2.40e-02,
-1.524000e-03,8.00e-03,
-1.523000e-03,2.40e-02,
-1.522000e-03,-3.20e-02,
-1.521000e-03,-3.20e-02,
-1.520000e-03,-3.20e-02,
-1.519000e-03,8.00e-03,
-1.518000e-03,8.00e-03,
-1.517000e-03,-1.60e-02,
-1.516000e-03,-5.60e-02,
-1.515000e-03,-4.80e-02,
-1.514000e-03,-4.80e-02,
-1.513000e-03,-1.12e-01,
-1.512000e-03,2.40e-02,
-1.511000e-03,-1.60e-02,
-1.510000e-03,-4.80e-02,
-1.509000e-03,-3.20e-02,
-1.508000e-03,6.40e-02,
-1.507000e-03,6.40e-02,
-1.506000e-03,-7.20e-02,
-1.505000e-03,2.40e-02,
-1.504000e-03,-3.20e-02,
-1.503000e-03,-9.60e-02,
-1.502000e-03,-5.60e-02,
-1.501000e-03,-3.20e-02,
-1.500000e-03,6.40e-02,
-1.499000e-03,-8.80e-02,
-1.498000e-03,7.20e-02,
-1.497000e-03,1.04e-01,
-1.496000e-03,-5.60e-02,
-1.495000e-03,-3.20e-02,
-1.494000e-03,8.00e-03,
-1.493000e-03,-1.60e-02,
-1.492000e-03,8.00e-03,
-1.491000e-03,-3.20e-02,
-1.490000e-03,-1.60e-02,
-1.489000e-03,-7.20e-02,
-1.488000e-03,8.00e-03,
-1.487000e-03,8.00e-03,
-1.486000e-03,-2.32e-01,
-1.485000e-03,-2.88e-01,
-1.484000e-03,-3.36e-01,
-1.483000e-03,-2.72e-01,
-1.482000e-03,-2.48e-01,
-1.481000e-03,-1.76e-01,
-1.480000e-03,-7.20e-02,
-1.479000e-03,-2.72e-01,
-1.478000e-03,-1.92e-01,
-1.477000e-03,-5.60e-02,
-1.476000e-03,-8.80e-02,
-1.475000e-03,-4.80e-02,
-1.474000e-03,-1.60e-02,
-1.473000e-03,-1.60e-02,
-1.472000e-03,-3.20e-02,
-1.471000e-03,-9.60e-02,
-1.470000e-03,-8.00e-03,
-1.469000e-03,-1.28e-01,
-1.468000e-03,-1.28e-01,
-1.467000e-03,-1.60e-02,
-1.466000e-03,-1.60e-02,
-1.465000e-03,-1.60e-02,
-1.464000e-03,2.40e-02,
-1.463000e-03,7.20e-02,
-1.462000e-03,-3.20e-02,
-1.461000e-03,-3.20e-02,
-1.460000e-03,-4.80e-02,
-1.459000e-03,-3.20e-02,
-1.458000e-03,-1.12e-01,
-1.457000e-03,4.80e-02,
-1.456000e-03,-3.20e-02,
-1.455000e-03,-5.60e-02,
-1.454000e-03,7.20e-02,
-1.453000e-03,1.12e-01,
-1.452000e-03,6.40e-02,
-1.451000e-03,2.40e-02,
-1.450000e-03,-1.36e-01,
-1.449000e-03,-1.60e-02,
-1.448000e-03,-7.20e-02,
-1.447000e-03,-8.00e-03,
-1.446000e-03,2.40e-02,
-1.445000e-03,-4.80e-02,
-1.444000e-03,-8.00e-03,
-1.443000e-03,-3.20e-02,
-1.442000e-03,-1.60e-02,
-1.441000e-03,-1.12e-01,
-1.440000e-03,-3.20e-02,
-1.439000e-03,-1.60e-02,
-1.438000e-03,-4.80e-02,
-1.437000e-03,6.40e-02,
-1.436000e-03,-7.20e-02,
-1.435000e-03,-5.60e-02,
-1.434000e-03,8.00e-03,
-1.433000e-03,-1.60e-02,
-1.432000e-03,2.40e-02,
-1.431000e-03,-8.00e-03,
-1.430000e-03,-8.00e-03,
-1.429000e-03,-8.00e-03,
-1.428000e-03,-1.36e-01,
-1.427000e-03,4.80e-02,
-1.426000e-03,-5.60e-02,
-1.425000e-03,-1.60e-02,
-1.424000e-03,2.40e-02,
-1.423000e-03,-7.20e-02,
-1.422000e-03,4.80e-02,
-1.421000e-03,8.00e-03,
-1.420000e-03,3.20e-02,
-1.419000e-03,7.20e-02,
-1.418000e-03,-8.80e-02,
-1.417000e-03,-5.60e-02,
-1.416000e-03,-1.28e-01,
-1.415000e-03,-7.20e-02,
-1.414000e-03,8.00e-03,
-1.413000e-03,8.00e-03,
-1.412000e-03,-1.60e-02,
-1.411000e-03,1.68e-01,
-1.410000e-03,-8.80e-02,
-1.409000e-03,8.00e-03,
-1.408000e-03,-3.20e-02,
-1.407000e-03,-8.80e-02,
-1.406000e-03,6.40e-02,
-1.405000e-03,-5.60e-02,
-1.404000e-03,-8.00e-03,
-1.403000e-03,-5.60e-02,
-1.402000e-03,-1.60e-02,
-1.401000e-03,4.80e-02,
-1.400000e-03,-8.80e-02,
-1.399000e-03,-1.60e-02,
-1.398000e-03,1.04e-01,
-1.397000e-03,-4.80e-02,
-1.396000e-03,6.40e-02,
-1.395000e-03,-1.60e-02,
-1.394000e-03,-4.80e-02,
-1.393000e-03,-4.80e-02,
-1.392000e-03,-8.80e-02,
-1.391000e-03,6.40e-02,
-1.390000e-03,-5.60e-02,
-1.389000e-03,1.52e-01,
-1.388000e-03,2.88e-01,
-1.387000e-03,1.68e-01,
-1.386000e-03,1.52e-01,
-1.385000e-03,6.40e-02,
-1.384000e-03,1.04e-01,
-1.383000e-03,1.04e-01,
-1.382000e-03,4.80e-02,
-1.381000e-03,1.28e-01,
-1.380000e-03,8.80e-02,
-1.379000e-03,6.40e-02,
-1.378000e-03,1.44e-01,
-1.377000e-03,1.04e-01,
-1.376000e-03,-3.20e-02,
-1.375000e-03,-8.00e-03,
-1.374000e-03,8.00e-03,
-1.373000e-03,4.80e-02,
-1.372000e-03,-3.20e-02,
-1.371000e-03,-4.80e-02,
-1.370000e-03,3.20e-02,
-1.369000e-03,-7.20e-02,
-1.368000e-03,4.80e-02,
-1.367000e-03,8.00e-03,
-1.366000e-03,-8.00e-03,
-1.365000e-03,1.04e-01,
-1.364000e-03,8.00e-03,
-1.363000e-03,-8.00e-03,
-1.362000e-03,-3.20e-02,
-1.361000e-03,3.20e-02,
-1.360000e-03,3.20e-02,
-1.359000e-03,6.40e-02,
-1.358000e-03,6.40e-02,
-1.357000e-03,-3.20e-02,
-1.356000e-03,-4.80e-02,
-1.355000e-03,-8.00e-03,
-1.354000e-03,3.20e-02,
-1.353000e-03,3.20e-02,
-1.352000e-03,-8.00e-03,
-1.351000e-03,7.20e-02,
-1.350000e-03,3.20e-02,
-1.349000e-03,-4.80e-02,
-1.348000e-03,3.20e-02,
-1.347000e-03,-1.36e-01,
-1.346000e-03,2.40e-02,
-1.345000e-03,-1.12e-01,
-1.344000e-03,-5.60e-02,
-1.343000e-03,1.28e-01,
-1.342000e-03,-1.60e-02,
-1.341000e-03,8.80e-02,
-1.340000e-03,4.80e-02,
-1.339000e-03,-8.00e-03,
-1.338000e-03,-4.80e-02,
-1.337000e-03,-1.36e-01,
-1.336000e-03,-7.20e-02,
-1.335000e-03,-5.60e-02,
-1.334000e-03,-8.80e-02,
-1.333000e-03,7.20e-02,
-1.332000e-03,2.40e-02,
-1.331000e-03,7.20e-02,
-1.330000e-03,3.20e-02,
-1.329000e-03,-5.60e-02,
-1.328000e-03,-8.00e-03,
-1.327000e-03,-8.80e-02,
-1.326000e-03,-3.20e-02,
-1.325000e-03,-7.20e-02,
-1.324000e-03,-3.20e-02,
-1.323000e-03,-8.00e-03,
-1.322000e-03,8.00e-03,
-1.321000e-03,6.40e-02,
-1.320000e-03,1.04e-01,
-1.319000e-03,-3.20e-02,
-1.318000e-03,-1.60e-02,
-1.317000e-03,4.80e-02,
-1.316000e-03,-7.20e-02,
-1.315000e-03,-4.80e-02,
-1.314000e-03,-9.60e-02,
-1.313000e-03,8.00e-03,
-1.312000e-03,3.20e-02,
-1.311000e-03,-8.80e-02,
-1.310000e-03,1.04e-01,
-1.309000e-03,6.40e-02,
-1.308000e-03,4.80e-02,
-1.307000e-03,3.20e-02,
-1.306000e-03,-7.20e-02,
-1.305000e-03,2.40e-02,
-1.304000e-03,3.20e-02,
-1.303000e-03,-5.60e-02,
-1.302000e-03,8.00e-03,
-1.301000e-03,-8.00e-03,
-1.300000e-03,4.80e-02,
-1.299000e-03,-5.60e-02,
-1.298000e-03,-1.36e-01,
-1.297000e-03,8.00e-03,
-1.296000e-03,8.00e-03,
-1.295000e-03,-1.36e-01,
-1.294000e-03,-1.28e-01,
-1.293000e-03,-3.68e-01,
-1.292000e-03,-1.52e-01,
-1.291000e-03,-1.28e-01,
-1.290000e-03,-1.76e-01,
-1.289000e-03,-1.52e-01,
-1.288000e-03,-2.08e-01,
-1.287000e-03,-2.16e-01,
-1.286000e-03,-8.80e-02,
-1.285000e-03,-7.20e-02,
-1.284000e-03,-8.00e-03,
-1.283000e-03,-5.60e-02,
-1.282000e-03,-7.20e-02,
-1.281000e-03,-8.80e-02,
-1.280000e-03,-4.80e-02,
-1.279000e-03,-7.20e-02,
-1.278000e-03,-9.60e-02,
-1.277000e-03,-8.80e-02,
-1.276000e-03,-1.60e-02,
-1.275000e-03,-1.60e-02,
-1.274000e-03,-1.60e-02,
-1.273000e-03,-8.80e-02,
-1.272000e-03,-1.60e-02,
-1.271000e-03,-4.80e-02,
-1.270000e-03,-5.60e-02,
-1.269000e-03,-5.60e-02,
-1.268000e-03,-1.28e-01,
-1.267000e-03,4.80e-02,
-1.266000e-03,-1.60e-02,
-1.265000e-03,8.00e-03,
-1.264000e-03,-5.60e-02,
-1.263000e-03,-8.00e-03,
-1.262000e-03,7.20e-02,
-1.261000e-03,-7.20e-02,
-1.260000e-03,-4.80e-02,
-1.259000e-03,-7.20e-02,
-1.258000e-03,-1.28e-01,
-1.257000e-03,2.40e-02,
-1.256000e-03,-8.00e-03,
-1.255000e-03,7.20e-02,
-1.254000e-03,8.80e-02,
-1.253000e-03,1.04e-01,
-1.252000e-03,6.40e-02,
-1.251000e-03,-8.00e-03,
-1.250000e-03,-7.20e-02,
-1.249000e-03,8.00e-03,
-1.248000e-03,7.20e-02,
-1.247000e-03,-3.20e-02,
-1.246000e-03,-4.80e-02,
-1.245000e-03,3.20e-02,
-1.244000e-03,-7.20e-02,
-1.243000e-03,-9.60e-02,
-1.242000e-03,-4.80e-02,
-1.241000e-03,3.20e-02,
-1.240000e-03,-8.00e-03,
-1.239000e-03,-4.80e-02,
-1.238000e-03,-4.80e-02,
-1.237000e-03,3.20e-02,
-1.236000e-03,-8.00e-03,
-1.235000e-03,-8.80e-02,
-1.234000e-03,-8.80e-02,
-1.233000e-03,-3.20e-02,
-1.232000e-03,-5.60e-02,
-1.231000e-03,3.20e-02,
-1.230000e-03,-3.20e-02,
-1.229000e-03,-9.60e-02,
-1.228000e-03,-7.20e-02,
-1.227000e-03,7.20e-02,
-1.226000e-03,-1.12e-01,
-1.225000e-03,-8.80e-02,
-1.224000e-03,-8.00e-03,
-1.223000e-03,-8.80e-02,
-1.222000e-03,-8.00e-03,
-1.221000e-03,-1.60e-02,
-1.220000e-03,-8.00e-03,
-1.219000e-03,8.00e-03,
-1.218000e-03,-8.00e-03,
-1.217000e-03,2.40e-02,
-1.216000e-03,-9.60e-02,
-1.215000e-03,-1.12e-01,
-1.214000e-03,-5.60e-02,
-1.213000e-03,-8.00e-03,
-1.212000e-03,-5.60e-02,
-1.211000e-03,-8.80e-02,
-1.210000e-03,-5.60e-02,
-1.209000e-03,6.40e-02,
-1.208000e-03,2.40e-02,
-1.207000e-03,3.20e-02,
-1.206000e-03,3.20e-02,
-1.205000e-03,-3.20e-02,
-1.204000e-03,2.40e-02,
-1.203000e-03,6.40e-02,
-1.202000e-03,7.20e-02,
-1.201000e-03,-1.60e-02,
-1.200000e-03,8.00e-03,
-1.199000e-03,-7.20e-02,
-1.198000e-03,1.92e-01,
-1.197000e-03,1.68e-01,
-1.196000e-03,2.72e-01,
-1.195000e-03,1.44e-01,
-1.194000e-03,1.84e-01,
-1.193000e-03,1.28e-01,
-1.192000e-03,1.84e-01,
-1.191000e-03,1.12e-01,
-1.190000e-03,2.40e-02,
-1.189000e-03,8.80e-02,
-1.188000e-03,3.20e-02,
-1.187000e-03,1.28e-01,
-1.186000e-03,1.04e-01,
-1.185000e-03,4.80e-02,
-1.184000e-03,6.40e-02,
-1.183000e-03,2.40e-02,
-1.182000e-03,-1.12e-01,
-1.181000e-03,2.40e-02,
-1.180000e-03,-7.20e-02,
-1.179000e-03,-8.00e-03,
-1.178000e-03,-4.80e-02,
-1.177000e-03,2.40e-02,
-1.176000e-03,4.80e-02,
-1.175000e-03,4.80e-02,
-1.174000e-03,4.80e-02,
-1.173000e-03,8.00e-03,
-1.172000e-03,8.00e-03,
-1.171000e-03,8.00e-03,
-1.170000e-03,-4.80e-02,
-1.169000e-03,4.80e-02,
-1.168000e-03,6.40e-02,
-1.167000e-03,7.20e-02,
-1.166000e-03,8.00e-03,
-1.165000e-03,8.00e-03,
-1.164000e-03,4.80e-02,
-1.163000e-03,-1.60e-02,
-1.162000e-03,1.04e-01,
-1.161000e-03,-5.60e-02,
-1.160000e-03,6.40e-02,
-1.159000e-03,1.84e-01,
-1.158000e-03,2.40e-02,
-1.157000e-03,8.80e-02,
-1.156000e-03,-1.60e-02,
-1.155000e-03,-8.00e-03,
-1.154000e-03,-8.00e-03,
-1.153000e-03,-1.36e-01,
-1.152000e-03,-1.60e-02,
-1.151000e-03,6.40e-02,
-1.150000e-03,-4.80e-02,
-1.149000e-03,4.80e-02,
-1.148000e-03,3.20e-02,
-1.147000e-03,2.40e-02,
-1.146000e-03,8.80e-02,
-1.145000e-03,-4.80e-02,
-1.144000e-03,3.20e-02,
-1.143000e-03,6.40e-02,
-1.142000e-03,-1.60e-02,
-1.141000e-03,4.80e-02,
-1.140000e-03,7.20e-02,
-1.139000e-03,7.20e-02,
-1.138000e-03,4.80e-02,
-1.137000e-03,-1.60e-02,
-1.136000e-03,8.00e-03,
-1.135000e-03,-1.36e-01,
-1.134000e-03,4.80e-02,
-1.133000e-03,-3.20e-02,
-1.132000e-03,-8.00e-03,
-1.131000e-03,1.28e-01,
-1.130000e-03,8.00e-03,
-1.129000e-03,4.80e-02,
-1.128000e-03,-1.60e-02,
-1.127000e-03,-8.00e-03,
-1.126000e-03,6.40e-02,
-1.125000e-03,-1.28e-01,
-1.124000e-03,-8.80e-02,
-1.123000e-03,1.12e-01,
-1.122000e-03,-8.00e-03,
-1.121000e-03,4.80e-02,
-1.120000e-03,8.00e-03,
-1.119000e-03,3.20e-02,
-1.118000e-03,-5.60e-02,
-1.117000e-03,-5.60e-02,
-1.116000e-03,3.20e-02,
-1.115000e-03,-3.20e-02,
-1.114000e-03,-8.00e-03,
-1.113000e-03,1.28e-01,
-1.112000e-03,8.00e-03,
-1.111000e-03,1.12e-01,
-1.110000e-03,2.40e-02,
-1.109000e-03,-4.80e-02,
-1.108000e-03,6.40e-02,
-1.107000e-03,-1.28e-01,
-1.106000e-03,8.00e-03,
-1.105000e-03,-3.20e-02,
-1.104000e-03,-1.60e-02,
-1.103000e-03,-5.60e-02,
-1.102000e-03,-1.68e-01,
-1.101000e-03,-3.12e-01,
-1.100000e-03,-1.92e-01,
-1.099000e-03,-7.20e-02,
-1.098000e-03,-2.08e-01,
-1.097000e-03,-1.76e-01,
-1.096000e-03,-1.76e-01,
-1.095000e-03,-1.12e-01,
-1.094000e-03,-4.80e-02,
-1.093000e-03,-1.28e-01,
-1.092000e-03,-8.80e-02,
-1.091000e-03,-8.80e-02,
-1.090000e-03,8.00e-03,
-1.089000e-03,-8.80e-02,
-1.088000e-03,-3.20e-02,
-1.087000e-03,-5.60e-02,
-1.086000e-03,-1.12e-01,
-1.085000e-03,6.40e-02,
-1.084000e-03,-9.60e-02,
-1.083000e-03,-1.12e-01,
-1.082000e-03,-4.80e-02,
-1.081000e-03,-1.60e-02,
-1.080000e-03,-3.20e-02,
-1.079000e-03,8.00e-03,
-1.078000e-03,-1.60e-02,
-1.077000e-03,-4.80e-02,
-1.076000e-03,-4.80e-02,
-1.075000e-03,-1.60e-02,
-1.074000e-03,-3.20e-02,
-1.073000e-03,-4.80e-02,
-1.072000e-03,-1.12e-01,
-1.071000e-03,-8.80e-02,
-1.070000e-03,-3.20e-02,
-1.069000e-03,-7.20e-02,
-1.068000e-03,-5.60e-02,
-1.067000e-03,-1.60e-02,
-1.066000e-03,-3.20e-02,
-1.065000e-03,-1.60e-02,
-1.064000e-03,-8.80e-02,
-1.063000e-03,-1.12e-01,
-1.062000e-03,8.00e-03,
-1.061000e-03,8.00e-03,
-1.060000e-03,-4.80e-02,
-1.059000e-03,-8.00e-03,
-1.058000e-03,-1.60e-02,
-1.057000e-03,4.80e-02,
-1.056000e-03,1.84e-01,
-1.055000e-03,8.00e-03,
-1.054000e-03,-5.60e-02,
-1.053000e-03,-8.00e-03,
-1.052000e-03,7.20e-02,
-1.051000e-03,-1.68e-01,
-1.050000e-03,-3.20e-02,
-1.049000e-03,-8.80e-02,
-1.048000e-03,-5.60e-02,
-1.047000e-03,-1.60e-02,
-1.046000e-03,8.00e-03,
-1.045000e-03,2.40e-02,
-1.044000e-03,-3.20e-02,
-1.043000e-03,2.40e-02,
-1.042000e-03,8.00e-03,
-1.041000e-03,-3.20e-02,
-1.040000e-03,-4.80e-02,
-1.039000e-03,-3.20e-02,
-1.038000e-03,7.20e-02,
-1.037000e-03,-7.20e-02,
-1.036000e-03,6.40e-02,
-1.035000e-03,4.80e-02,
-1.034000e-03,-1.60e-02,
-1.033000e-03,4.80e-02,
-1.032000e-03,-4.80e-02,
-1.031000e-03,2.40e-02,
-1.030000e-03,-7.20e-02,
-1.029000e-03,3.20e-02,
-1.028000e-03,-1.60e-02,
-1.027000e-03,8.00e-03,
-1.026000e-03,2.40e-02,
-1.025000e-03,-4.80e-02,
-1.024000e-03,6.40e-02,
-1.023000e-03,6.40e-02,
-1.022000e-03,-3.20e-02,
-1.021000e-03,6.40e-02,
-1.020000e-03,-1.60e-02,
-1.019000e-03,-3.20e-02,
-1.018000e-03,-1.60e-02,
-1.017000e-03,-9.60e-02,
-1.016000e-03,7.20e-02,
-1.015000e-03,-4.80e-02,
-1.014000e-03,-8.00e-03,
-1.013000e-03,-8.00e-03,
-1.012000e-03,1.44e-01,
-1.011000e-03,2.24e-01,
-1.010000e-03,3.20e-02,
-1.009000e-03,7.20e-02,
-1.008000e-03,-5.60e-02,
-1.007000e-03,-8.00e-03,
-1.006000e-03,1.92e-01,
-1.005000e-03,1.84e-01,
-1.004000e-03,2.24e-01,
-1.003000e-03,2.32e-01,
-1.002000e-03,1.52e-01,
-1.001000e-03,2.32e-01,
-9.999999e-04,1.68e-01,
-9.989999e-04,1.28e-01,
-9.979999e-04,1.52e-01,
-9.969999e-04,7.20e-02,
-9.959999e-04,1.12e-01,
-9.949999e-04,2.40e-02,
-9.939999e-04,8.00e-03,
-9.929999e-04,6.40e-02,
-9.919999e-04,1.28e-01,
-9.909999e-04,8.00e-03,
-9.899999e-04,6.40e-02,
-9.889999e-04,6.40e-02,
-9.879999e-04,1.04e-01,
-9.869999e-04,6.40e-02,
-9.859999e-04,2.40e-02,
-9.849999e-04,8.00e-03,
-9.839999e-04,4.80e-02,
-9.829999e-04,8.80e-02,
-9.819999e-04,8.00e-03,
-9.809999e-04,3.20e-02,
-9.799999e-04,2.40e-02,
-9.789999e-04,7.20e-02,
-9.779999e-04,4.80e-02,
-9.769999e-04,-3.20e-02,
-9.759999e-04,-8.00e-03,
-9.749999e-04,8.00e-03,
-9.739999e-04,-1.60e-02,
-9.729999e-04,6.40e-02,
-9.719999e-04,3.20e-02,
-9.709999e-04,7.20e-02,
-9.699999e-04,4.80e-02,
-9.689999e-04,3.20e-02,
-9.679999e-04,3.20e-02,
-9.669999e-04,-5.60e-02,
-9.659999e-04,8.00e-03,
-9.649999e-04,4.80e-02,
-9.639999e-04,4.80e-02,
-9.629999e-04,2.40e-02,
-9.619999e-04,-1.60e-02,
-9.609999e-04,8.00e-03,
-9.599999e-04,-7.20e-02,
-9.589999e-04,-8.00e-03,
-9.579999e-04,2.40e-02,
-9.569999e-04,-1.60e-02,
-9.559999e-04,-7.20e-02,
-9.549999e-04,-1.60e-02,
-9.539999e-04,-1.68e-01,
-9.529999e-04,-4.80e-02,
-9.519999e-04,-7.20e-02,
-9.509999e-04,-8.00e-03,
-9.499999e-04,-4.80e-02,
-9.489999e-04,6.40e-02,
-9.479999e-04,-3.20e-02,
-9.469999e-04,-8.80e-02,
-9.459999e-04,3.20e-02,
-9.449999e-04,-9.60e-02,
-9.439999e-04,-4.80e-02,
-9.429999e-04,3.20e-02,
-9.419999e-04,-3.20e-02,
-9.409999e-04,8.00e-03,
-9.399999e-04,4.80e-02,
-9.389999e-04,-1.60e-02,
-9.379999e-04,-7.20e-02,
-9.369999e-04,-8.80e-02,
-9.359999e-04,-4.80e-02,
-9.349999e-04,4.80e-02,
-9.339999e-04,-1.60e-02,
-9.329999e-04,7.20e-02,
-9.319999e-04,8.00e-03,
-9.309999e-04,1.12e-01,
-9.299999e-04,8.00e-03,
-9.289999e-04,-8.00e-03,
-9.279999e-04,2.40e-02,
-9.269999e-04,-3.20e-02,
-9.259999e-04,8.80e-02,
-9.249999e-04,-4.80e-02,
-9.239999e-04,-4.80e-02,
-9.229999e-04,8.80e-02,
-9.219999e-04,8.00e-03,
-9.209999e-04,4.80e-02,
-9.199999e-04,-5.60e-02,
-9.189999e-04,-5.60e-02,
-9.179999e-04,-3.20e-02,
-9.169999e-04,-7.20e-02,
-9.159999e-04,-7.20e-02,
-9.149999e-04,-8.80e-02,
-9.139999e-04,-1.36e-01,
-9.129999e-04,4.80e-02,
-9.119999e-04,-1.60e-02,
-9.109999e-04,-1.68e-01,
-9.099999e-04,-3.36e-01,
-9.089999e-04,-2.48e-01,
-9.079999e-04,-2.16e-01,
-9.069999e-04,-2.16e-01,
-9.059999e-04,-1.28e-01,
-9.049999e-04,-1.28e-01,
-9.039999e-04,-1.36e-01,
-9.029999e-04,-5.60e-02,
-9.019999e-04,-4.80e-02,
-9.009999e-04,-8.80e-02,
-8.999999e-04,-1.60e-02,
-8.989999e-04,-1.52e-01,
-8.979999e-04,-7.20e-02,
-8.969999e-04,-7.20e-02,
-8.959999e-04,-1.52e-01,
-8.949999e-04,-1.60e-02,
-8.939999e-04,-8.80e-02,
-8.929999e-04,-5.60e-02,
-8.919999e-04,4.80e-02,
-8.909999e-04,-5.60e-02,
-8.899999e-04,-8.00e-03,
-8.889999e-04,8.80e-02,
-8.879999e-04,-5.60e-02,
-8.869999e-04,-4.80e-02,
-8.859999e-04,-1.52e-01,
-8.849999e-04,-3.20e-02,
-8.839999e-04,-8.80e-02,
-8.829999e-04,-8.80e-02,
-8.819999e-04,2.40e-02,
-8.809999e-04,3.20e-02,
-8.799999e-04,7.20e-02,
-8.789999e-04,8.00e-03,
-8.779999e-04,-1.60e-02,
-8.769999e-04,-4.80e-02,
-8.759999e-04,-1.12e-01,
-8.749999e-04,-7.20e-02,
-8.739999e-04,-8.80e-02,
-8.729999e-04,-3.20e-02,
-8.719999e-04,6.40e-02,
-8.709999e-04,-8.00e-03,
-8.699999e-04,2.40e-02,
-8.689999e-04,-8.00e-03,
-8.679999e-04,4.80e-02,
-8.669999e-04,-4.80e-02,
-8.659999e-04,-3.20e-02,
-8.649999e-04,-4.80e-02,
-8.639999e-04,-8.00e-03,
-8.629999e-04,-4.80e-02,
-8.619999e-04,-7.20e-02,
-8.609999e-04,-3.20e-02,
-8.599999e-04,3.20e-02,
-8.589999e-04,-8.00e-03,
-8.579999e-04,8.80e-02,
-8.569999e-04,-1.60e-02,
-8.559999e-04,8.00e-03,
-8.549999e-04,4.80e-02,
-8.539999e-04,-3.20e-02,
-8.529999e-04,-1.60e-02,
-8.519999e-04,-1.60e-02,
-8.509999e-04,-4.80e-02,
-8.499999e-04,-8.00e-03,
-8.489999e-04,2.40e-02,
-8.479999e-04,2.40e-02,
