Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,4069,
Trigger Level,1.400E+00,
Source,CH1,
Vertical Units,A,
Vertical Units Div,0,
Vertical Units Extend Div,36,
Label, ,
Probe Type,1,
Probe Ratio,1.000E+02,
Vertical Scale,2.000E-01,
Vertical Position,-6.080E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-03,
Horizontal Position,9.300E-04,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,1.000E-06,
Horizontal Old Scale,1.000E-03,
Horizontal Old Position,9.300E-04,
Firmware,V1.17,
Mode,Detail,
Waveform Data,
1.174000e-03,5.44e-01,
1.175000e-03,5.04e-01,
1.176000e-03,6.72e-01,
1.177000e-03,7.84e-01,
1.178000e-03,9.52e-01,
1.179000e-03,8.32e-01,
1.180000e-03,1.02e+00,
1.181000e-03,9.52e-01,
1.182000e-03,8.64e-01,
1.183000e-03,9.44e-01,
1.184000e-03,9.44e-01,
1.185000e-03,1.05e+00,
1.186000e-03,1.09e+00,
1.187000e-03,1.09e+00,
1.188000e-03,1.22e+00,
1.189000e-03,1.23e+00,
1.190000e-03,1.11e+00,
1.191000e-03,1.11e+00,
1.192000e-03,1.23e+00,
1.193000e-03,1.21e+00,
1.194000e-03,9.68e-01,
1.195000e-03,9.84e-01,
1.196000e-03,9.28e-01,
1.197000e-03,9.28e-01,
1.198000e-03,1.02e+00,
1.199000e-03,1.11e+00,
1.200000e-03,1.09e+00,
1.201000e-03,1.06e+00,
1.202000e-03,9.84e-01,
1.203000e-03,9.68e-01,
1.204000e-03,9.68e-01,
1.205000e-03,9.52e-01,
1.206000e-03,9.84e-01,
1.207000e-03,1.06e+00,
1.208000e-03,1.03e+00,
1.209000e-03,1.09e+00,
1.210000e-03,1.10e+00,
1.211000e-03,1.14e+00,
1.212000e-03,1.10e+00,
1.213000e-03,1.05e+00,
1.214000e-03,1.11e+00,
1.215000e-03,1.18e+00,
1.216000e-03,1.05e+00,
1.217000e-03,1.05e+00,
1.218000e-03,9.92e-01,
1.219000e-03,1.05e+00,
1.220000e-03,1.18e+00,
1.221000e-03,1.05e+00,
1.222000e-03,1.09e+00,
1.223000e-03,1.13e+00,
1.224000e-03,1.13e+00,
1.225000e-03,1.06e+00,
1.226000e-03,9.92e-01,
1.227000e-03,1.13e+00,
1.228000e-03,1.02e+00,
1.229000e-03,1.11e+00,
1.230000e-03,1.10e+00,
1.231000e-03,1.03e+00,
1.232000e-03,1.03e+00,
1.233000e-03,1.05e+00,
1.234000e-03,1.09e+00,
1.235000e-03,1.14e+00,
1.236000e-03,8.64e-01,
1.237000e-03,9.52e-01,
1.238000e-03,9.84e-01,
1.239000e-03,9.52e-01,
1.240000e-03,1.06e+00,
1.241000e-03,9.92e-01,
1.242000e-03,1.07e+00,
1.243000e-03,1.02e+00,
1.244000e-03,9.52e-01,
1.245000e-03,1.02e+00,
1.246000e-03,9.84e-01,
1.247000e-03,9.68e-01,
1.248000e-03,9.28e-01,
1.249000e-03,9.44e-01,
1.250000e-03,1.02e+00,
1.251000e-03,9.92e-01,
1.252000e-03,1.02e+00,
1.253000e-03,1.02e+00,
1.254000e-03,1.01e+00,
1.255000e-03,1.10e+00,
1.256000e-03,9.52e-01,
1.257000e-03,9.28e-01,
1.258000e-03,8.72e-01,
1.259000e-03,8.48e-01,
1.260000e-03,9.84e-01,
1.261000e-03,1.01e+00,
1.262000e-03,1.06e+00,
1.263000e-03,9.52e-01,
1.264000e-03,9.68e-01,
1.265000e-03,9.12e-01,
1.266000e-03,9.84e-01,
1.267000e-03,9.44e-01,
1.268000e-03,9.84e-01,
1.269000e-03,1.06e+00,
1.270000e-03,9.92e-01,
1.271000e-03,1.02e+00,
1.272000e-03,9.04e-01,
1.273000e-03,1.06e+00,
1.274000e-03,8.72e-01,
1.275000e-03,8.48e-01,
1.276000e-03,8.88e-01,
1.277000e-03,8.88e-01,
1.278000e-03,9.28e-01,
1.279000e-03,9.68e-01,
1.280000e-03,9.92e-01,
1.281000e-03,9.28e-01,
1.282000e-03,9.44e-01,
1.283000e-03,9.52e-01,
1.284000e-03,8.88e-01,
1.285000e-03,9.84e-01,
1.286000e-03,8.88e-01,
1.287000e-03,8.64e-01,
1.288000e-03,9.92e-01,
1.289000e-03,9.44e-01,
1.290000e-03,9.44e-01,
1.291000e-03,1.03e+00,
1.292000e-03,1.15e+00,
1.293000e-03,1.09e+00,
1.294000e-03,1.07e+00,
1.295000e-03,1.13e+00,
1.296000e-03,1.06e+00,
1.297000e-03,1.17e+00,
1.298000e-03,1.10e+00,
1.299000e-03,1.03e+00,
1.300000e-03,1.13e+00,
1.301000e-03,8.64e-01,
1.302000e-03,9.92e-01,
1.303000e-03,1.03e+00,
1.304000e-03,9.28e-01,
1.305000e-03,1.30e+00,
1.306000e-03,8.64e-01,
1.307000e-03,5.52e-01,
1.308000e-03,7.52e-01,
1.309000e-03,7.52e-01,
1.310000e-03,7.52e-01,
1.311000e-03,7.68e-01,
1.312000e-03,9.04e-01,
1.313000e-03,9.04e-01,
1.314000e-03,8.64e-01,
1.315000e-03,9.84e-01,
1.316000e-03,9.68e-01,
1.317000e-03,1.03e+00,
1.318000e-03,1.21e+00,
1.319000e-03,9.92e-01,
1.320000e-03,1.18e+00,
1.321000e-03,1.11e+00,
1.322000e-03,1.09e+00,
1.323000e-03,1.15e+00,
1.324000e-03,1.15e+00,
1.325000e-03,1.27e+00,
1.326000e-03,1.17e+00,
1.327000e-03,1.23e+00,
1.328000e-03,1.19e+00,
1.329000e-03,1.11e+00,
1.330000e-03,1.19e+00,
1.331000e-03,1.05e+00,
1.332000e-03,1.17e+00,
1.333000e-03,1.31e+00,
1.334000e-03,1.18e+00,
1.335000e-03,1.22e+00,
1.336000e-03,1.18e+00,
1.337000e-03,1.09e+00,
1.338000e-03,1.11e+00,
1.339000e-03,1.03e+00,
1.340000e-03,1.13e+00,
1.341000e-03,1.10e+00,
1.342000e-03,1.11e+00,
1.343000e-03,1.19e+00,
1.344000e-03,1.13e+00,
1.345000e-03,1.15e+00,
1.346000e-03,1.11e+00,
1.347000e-03,1.06e+00,
1.348000e-03,1.21e+00,
1.349000e-03,1.07e+00,
1.350000e-03,1.14e+00,
1.351000e-03,1.07e+00,
1.352000e-03,1.11e+00,
1.353000e-03,1.15e+00,
1.354000e-03,1.14e+00,
1.355000e-03,1.07e+00,
1.356000e-03,1.11e+00,
1.357000e-03,1.13e+00,
1.358000e-03,1.13e+00,
1.359000e-03,1.05e+00,
1.360000e-03,1.05e+00,
1.361000e-03,1.10e+00,
1.362000e-03,1.05e+00,
1.363000e-03,1.15e+00,
1.364000e-03,1.11e+00,
1.365000e-03,1.11e+00,
1.366000e-03,1.11e+00,
1.367000e-03,1.07e+00,
1.368000e-03,1.02e+00,
1.369000e-03,1.02e+00,
1.370000e-03,9.68e-01,
1.371000e-03,1.01e+00,
1.372000e-03,1.14e+00,
1.373000e-03,1.06e+00,
1.374000e-03,1.11e+00,
1.375000e-03,1.13e+00,
1.376000e-03,1.09e+00,
1.377000e-03,1.09e+00,
1.378000e-03,1.05e+00,
1.379000e-03,1.14e+00,
1.380000e-03,1.03e+00,
1.381000e-03,9.04e-01,
1.382000e-03,9.52e-01,
1.383000e-03,9.44e-01,
1.384000e-03,1.06e+00,
1.385000e-03,9.92e-01,
1.386000e-03,8.24e-01,
1.387000e-03,7.04e-01,
1.388000e-03,7.68e-01,
1.389000e-03,8.64e-01,
1.390000e-03,9.12e-01,
1.391000e-03,8.32e-01,
1.392000e-03,1.01e+00,
1.393000e-03,8.08e-01,
1.394000e-03,9.04e-01,
1.395000e-03,9.28e-01,
1.396000e-03,9.04e-01,
1.397000e-03,8.64e-01,
1.398000e-03,9.28e-01,
1.399000e-03,9.44e-01,
1.400000e-03,9.04e-01,
1.401000e-03,8.88e-01,
1.402000e-03,9.68e-01,
1.403000e-03,8.72e-01,
1.404000e-03,9.52e-01,
1.405000e-03,1.01e+00,
1.406000e-03,8.32e-01,
1.407000e-03,9.28e-01,
1.408000e-03,8.88e-01,
1.409000e-03,8.88e-01,
1.410000e-03,9.84e-01,
1.411000e-03,8.88e-01,
1.412000e-03,8.64e-01,
1.413000e-03,9.44e-01,
1.414000e-03,9.28e-01,
1.415000e-03,9.68e-01,
1.416000e-03,9.28e-01,
1.417000e-03,9.68e-01,
1.418000e-03,9.04e-01,
1.419000e-03,8.72e-01,
1.420000e-03,9.28e-01,
1.421000e-03,8.32e-01,
1.422000e-03,8.48e-01,
1.423000e-03,9.04e-01,
1.424000e-03,9.84e-01,
1.425000e-03,9.68e-01,
1.426000e-03,9.44e-01,
1.427000e-03,7.92e-01,
1.428000e-03,9.12e-01,
1.429000e-03,8.32e-01,
1.430000e-03,8.24e-01,
1.431000e-03,8.72e-01,
1.432000e-03,9.44e-01,
1.433000e-03,8.24e-01,
1.434000e-03,8.88e-01,
1.435000e-03,9.12e-01,
1.436000e-03,9.04e-01,
1.437000e-03,8.08e-01,
1.438000e-03,9.28e-01,
1.439000e-03,7.52e-01,
1.440000e-03,6.48e-01,
1.441000e-03,6.32e-01,
1.442000e-03,5.68e-01,
1.443000e-03,6.72e-01,
1.444000e-03,6.48e-01,
1.445000e-03,8.64e-01,
1.446000e-03,9.68e-01,
1.447000e-03,9.44e-01,
1.448000e-03,9.92e-01,
1.449000e-03,1.01e+00,
1.450000e-03,9.68e-01,
1.451000e-03,1.05e+00,
1.452000e-03,1.05e+00,
1.453000e-03,1.10e+00,
1.454000e-03,1.18e+00,
1.455000e-03,1.13e+00,
1.456000e-03,1.02e+00,
1.457000e-03,1.15e+00,
1.458000e-03,1.11e+00,
1.459000e-03,1.17e+00,
1.460000e-03,1.09e+00,
1.461000e-03,1.19e+00,
1.462000e-03,1.17e+00,
1.463000e-03,1.21e+00,
1.464000e-03,1.25e+00,
1.465000e-03,1.18e+00,
1.466000e-03,1.22e+00,
1.467000e-03,1.18e+00,
1.468000e-03,1.14e+00,
1.469000e-03,1.14e+00,
1.470000e-03,1.11e+00,
1.471000e-03,1.17e+00,
1.472000e-03,1.23e+00,
1.473000e-03,1.13e+00,
1.474000e-03,1.25e+00,
1.475000e-03,1.07e+00,
1.476000e-03,1.17e+00,
1.477000e-03,1.39e+00,
1.478000e-03,1.10e+00,
1.479000e-03,1.11e+00,
1.480000e-03,1.03e+00,
1.481000e-03,1.11e+00,
1.482000e-03,1.35e+00,
1.483000e-03,1.29e+00,
1.484000e-03,1.25e+00,
1.485000e-03,1.30e+00,
1.486000e-03,1.21e+00,
1.487000e-03,1.29e+00,
1.488000e-03,1.31e+00,
1.489000e-03,1.30e+00,
1.490000e-03,1.29e+00,
1.491000e-03,1.11e+00,
1.492000e-03,1.13e+00,
1.493000e-03,1.14e+00,
1.494000e-03,1.18e+00,
1.495000e-03,1.10e+00,
1.496000e-03,1.17e+00,
1.497000e-03,1.26e+00,
1.498000e-03,1.14e+00,
1.499000e-03,1.05e+00,
1.500000e-03,1.19e+00,
1.501000e-03,1.11e+00,
1.502000e-03,1.19e+00,
1.503000e-03,1.19e+00,
1.504000e-03,9.92e-01,
1.505000e-03,1.15e+00,
1.506000e-03,1.01e+00,
1.507000e-03,1.07e+00,
1.508000e-03,1.06e+00,
1.509000e-03,9.28e-01,
1.510000e-03,1.06e+00,
1.511000e-03,8.88e-01,
1.512000e-03,1.17e+00,
1.513000e-03,1.06e+00,
1.514000e-03,1.06e+00,
1.515000e-03,1.17e+00,
1.516000e-03,9.28e-01,
1.517000e-03,9.92e-01,
1.518000e-03,1.06e+00,
1.519000e-03,9.44e-01,
1.520000e-03,9.68e-01,
1.521000e-03,1.02e+00,
1.522000e-03,1.11e+00,
1.523000e-03,1.07e+00,
1.524000e-03,9.52e-01,
1.525000e-03,9.68e-01,
1.526000e-03,1.02e+00,
1.527000e-03,9.28e-01,
1.528000e-03,9.52e-01,
1.529000e-03,9.52e-01,
1.530000e-03,1.05e+00,
1.531000e-03,9.04e-01,
1.532000e-03,9.84e-01,
1.533000e-03,1.02e+00,
1.534000e-03,9.12e-01,
1.535000e-03,9.28e-01,
1.536000e-03,9.04e-01,
1.537000e-03,9.04e-01,
1.538000e-03,9.68e-01,
1.539000e-03,9.28e-01,
1.540000e-03,1.01e+00,
1.541000e-03,9.68e-01,
1.542000e-03,9.92e-01,
1.543000e-03,9.52e-01,
1.544000e-03,1.03e+00,
1.545000e-03,8.88e-01,
1.546000e-03,9.28e-01,
1.547000e-03,9.84e-01,
1.548000e-03,9.44e-01,
1.549000e-03,9.68e-01,
1.550000e-03,9.44e-01,
1.551000e-03,9.84e-01,
1.552000e-03,9.12e-01,
1.553000e-03,9.04e-01,
1.554000e-03,8.64e-01,
1.555000e-03,8.48e-01,
1.556000e-03,9.52e-01,
1.557000e-03,9.44e-01,
1.558000e-03,9.92e-01,
1.559000e-03,9.52e-01,
1.560000e-03,9.92e-01,
1.561000e-03,1.01e+00,
1.562000e-03,9.92e-01,
1.563000e-03,9.52e-01,
1.564000e-03,8.24e-01,
1.565000e-03,9.28e-01,
1.566000e-03,7.92e-01,
1.567000e-03,8.72e-01,
1.568000e-03,8.64e-01,
1.569000e-03,8.72e-01,
1.570000e-03,9.28e-01,
1.571000e-03,9.52e-01,
1.572000e-03,7.68e-01,
1.573000e-03,6.88e-01,
1.574000e-03,5.68e-01,
1.575000e-03,6.72e-01,
1.576000e-03,6.48e-01,
1.577000e-03,5.84e-01,
1.578000e-03,5.68e-01,
1.579000e-03,6.08e-01,
1.580000e-03,7.44e-01,
1.581000e-03,7.68e-01,
1.582000e-03,8.48e-01,
1.583000e-03,8.48e-01,
1.584000e-03,9.04e-01,
1.585000e-03,9.84e-01,
1.586000e-03,1.05e+00,
1.587000e-03,1.02e+00,
1.588000e-03,9.92e-01,
1.589000e-03,1.03e+00,
1.590000e-03,1.03e+00,
1.591000e-03,1.07e+00,
1.592000e-03,1.06e+00,
1.593000e-03,1.09e+00,
1.594000e-03,1.10e+00,
1.595000e-03,1.10e+00,
1.596000e-03,1.19e+00,
1.597000e-03,1.11e+00,
1.598000e-03,9.68e-01,
1.599000e-03,1.15e+00,
1.600000e-03,1.05e+00,
1.601000e-03,1.17e+00,
1.602000e-03,1.18e+00,
1.603000e-03,1.10e+00,
1.604000e-03,1.18e+00,
1.605000e-03,1.07e+00,
1.606000e-03,1.11e+00,
1.607000e-03,1.09e+00,
1.608000e-03,1.01e+00,
1.609000e-03,1.11e+00,
1.610000e-03,1.22e+00,
1.611000e-03,1.14e+00,
1.612000e-03,1.10e+00,
1.613000e-03,1.13e+00,
1.614000e-03,1.14e+00,
1.615000e-03,1.18e+00,
1.616000e-03,1.07e+00,
1.617000e-03,1.07e+00,
1.618000e-03,1.10e+00,
1.619000e-03,1.06e+00,
1.620000e-03,1.11e+00,
1.621000e-03,1.05e+00,
1.622000e-03,1.09e+00,
1.623000e-03,1.02e+00,
1.624000e-03,1.07e+00,
1.625000e-03,1.09e+00,
1.626000e-03,1.05e+00,
1.627000e-03,1.11e+00,
1.628000e-03,1.09e+00,
1.629000e-03,1.07e+00,
1.630000e-03,1.03e+00,
1.631000e-03,1.07e+00,
1.632000e-03,1.14e+00,
1.633000e-03,9.84e-01,
1.634000e-03,1.02e+00,
1.635000e-03,1.15e+00,
1.636000e-03,9.68e-01,
1.637000e-03,1.07e+00,
1.638000e-03,1.02e+00,
1.639000e-03,9.92e-01,
1.640000e-03,1.07e+00,
1.641000e-03,1.02e+00,
1.642000e-03,9.92e-01,
1.643000e-03,1.02e+00,
1.644000e-03,9.28e-01,
1.645000e-03,1.01e+00,
1.646000e-03,1.06e+00,
1.647000e-03,1.02e+00,
1.648000e-03,1.06e+00,
1.649000e-03,1.07e+00,
1.650000e-03,1.10e+00,
1.651000e-03,1.06e+00,
1.652000e-03,9.44e-01,
1.653000e-03,1.03e+00,
1.654000e-03,8.72e-01,
1.655000e-03,9.12e-01,
1.656000e-03,9.28e-01,
1.657000e-03,1.05e+00,
1.658000e-03,9.44e-01,
1.659000e-03,9.68e-01,
1.660000e-03,1.14e+00,
1.661000e-03,1.01e+00,
1.662000e-03,1.01e+00,
1.663000e-03,1.01e+00,
1.664000e-03,9.44e-01,
1.665000e-03,9.44e-01,
1.666000e-03,9.04e-01,
1.667000e-03,9.84e-01,
1.668000e-03,1.11e+00,
1.669000e-03,1.06e+00,
1.670000e-03,1.11e+00,
1.671000e-03,9.04e-01,
1.672000e-03,1.01e+00,
1.673000e-03,9.84e-01,
1.674000e-03,9.92e-01,
1.675000e-03,1.17e+00,
1.676000e-03,1.15e+00,
1.677000e-03,1.13e+00,
1.678000e-03,1.15e+00,
1.679000e-03,1.10e+00,
1.680000e-03,1.01e+00,
1.681000e-03,1.11e+00,
1.682000e-03,1.11e+00,
1.683000e-03,1.06e+00,
1.684000e-03,9.04e-01,
1.685000e-03,1.07e+00,
1.686000e-03,1.03e+00,
1.687000e-03,9.92e-01,
1.688000e-03,1.17e+00,
1.689000e-03,9.92e-01,
1.690000e-03,1.05e+00,
1.691000e-03,9.92e-01,
1.692000e-03,9.92e-01,
1.693000e-03,9.04e-01,
1.694000e-03,8.72e-01,
1.695000e-03,9.92e-01,
1.696000e-03,1.02e+00,
1.697000e-03,9.52e-01,
1.698000e-03,9.68e-01,
1.699000e-03,8.88e-01,
1.700000e-03,8.72e-01,
1.701000e-03,9.84e-01,
1.702000e-03,9.12e-01,
1.703000e-03,1.03e+00,
1.704000e-03,8.48e-01,
1.705000e-03,2.72e-01,
1.706000e-03,7.44e-01,
1.707000e-03,7.12e-01,
1.708000e-03,7.28e-01,
1.709000e-03,6.72e-01,
1.710000e-03,7.92e-01,
1.711000e-03,8.32e-01,
1.712000e-03,9.12e-01,
1.713000e-03,9.44e-01,
1.714000e-03,9.44e-01,
1.715000e-03,9.52e-01,
1.716000e-03,9.28e-01,
1.717000e-03,1.03e+00,
1.718000e-03,1.10e+00,
1.719000e-03,1.05e+00,
1.720000e-03,1.15e+00,
1.721000e-03,1.15e+00,
1.722000e-03,1.14e+00,
1.723000e-03,1.13e+00,
1.724000e-03,1.11e+00,
1.725000e-03,1.15e+00,
1.726000e-03,1.11e+00,
1.727000e-03,1.18e+00,
1.728000e-03,1.17e+00,
1.729000e-03,1.07e+00,
1.730000e-03,1.17e+00,
1.731000e-03,1.14e+00,
1.732000e-03,1.15e+00,
1.733000e-03,1.10e+00,
1.734000e-03,1.19e+00,
1.735000e-03,1.07e+00,
1.736000e-03,1.06e+00,
1.737000e-03,1.06e+00,
1.738000e-03,1.15e+00,
1.739000e-03,1.14e+00,
1.740000e-03,1.19e+00,
1.741000e-03,1.13e+00,
1.742000e-03,1.09e+00,
1.743000e-03,1.17e+00,
1.744000e-03,1.11e+00,
1.745000e-03,1.10e+00,
1.746000e-03,1.09e+00,
1.747000e-03,1.05e+00,
1.748000e-03,1.17e+00,
1.749000e-03,1.14e+00,
1.750000e-03,1.17e+00,
1.751000e-03,1.13e+00,
1.752000e-03,1.15e+00,
1.753000e-03,1.07e+00,
1.754000e-03,1.15e+00,
1.755000e-03,1.07e+00,
1.756000e-03,1.07e+00,
1.757000e-03,1.01e+00,
1.758000e-03,1.10e+00,
1.759000e-03,1.06e+00,
1.760000e-03,1.10e+00,
1.761000e-03,1.10e+00,
1.762000e-03,1.03e+00,
1.763000e-03,1.06e+00,
1.764000e-03,9.12e-01,
1.765000e-03,9.12e-01,
1.766000e-03,9.92e-01,
1.767000e-03,1.02e+00,
1.768000e-03,8.88e-01,
1.769000e-03,8.64e-01,
1.770000e-03,6.88e-01,
1.771000e-03,8.72e-01,
1.772000e-03,7.92e-01,
1.773000e-03,8.72e-01,
1.774000e-03,9.44e-01,
1.775000e-03,8.64e-01,
1.776000e-03,9.44e-01,
1.777000e-03,1.02e+00,
1.778000e-03,9.28e-01,
1.779000e-03,8.88e-01,
1.780000e-03,9.44e-01,
1.781000e-03,9.84e-01,
1.782000e-03,9.84e-01,
1.783000e-03,1.01e+00,
1.784000e-03,1.02e+00,
1.785000e-03,9.92e-01,
1.786000e-03,9.04e-01,
1.787000e-03,1.06e+00,
1.788000e-03,9.12e-01,
1.789000e-03,8.72e-01,
1.790000e-03,9.12e-01,
1.791000e-03,9.92e-01,
1.792000e-03,8.88e-01,
1.793000e-03,8.88e-01,
1.794000e-03,9.92e-01,
1.795000e-03,8.64e-01,
1.796000e-03,9.52e-01,
1.797000e-03,9.44e-01,
1.798000e-03,8.64e-01,
1.799000e-03,8.64e-01,
1.800000e-03,9.04e-01,
1.801000e-03,1.06e+00,
1.802000e-03,9.68e-01,
1.803000e-03,9.44e-01,
1.804000e-03,9.52e-01,
1.805000e-03,9.52e-01,
1.806000e-03,9.52e-01,
1.807000e-03,8.88e-01,
1.808000e-03,8.64e-01,
1.809000e-03,8.32e-01,
1.810000e-03,9.84e-01,
1.811000e-03,1.10e+00,
1.812000e-03,9.44e-01,
1.813000e-03,9.84e-01,
1.814000e-03,9.68e-01,
1.815000e-03,1.03e+00,
1.816000e-03,9.12e-01,
1.817000e-03,1.02e+00,
1.818000e-03,9.04e-01,
1.819000e-03,9.12e-01,
1.820000e-03,9.92e-01,
1.821000e-03,8.72e-01,
1.822000e-03,9.12e-01,
1.823000e-03,8.32e-01,
1.824000e-03,9.44e-01,
1.825000e-03,9.92e-01,
1.826000e-03,8.32e-01,
1.827000e-03,9.84e-01,
1.828000e-03,8.72e-01,
1.829000e-03,9.92e-01,
1.830000e-03,9.68e-01,
1.831000e-03,8.64e-01,
1.832000e-03,9.04e-01,
1.833000e-03,8.32e-01,
1.834000e-03,8.24e-01,
1.835000e-03,9.52e-01,
1.836000e-03,9.44e-01,
1.837000e-03,9.12e-01,
1.838000e-03,1.45e+00,
1.839000e-03,1.11e+00,
1.840000e-03,6.24e-01,
1.841000e-03,4.64e-01,
1.842000e-03,5.12e-01,
1.843000e-03,6.32e-01,
1.844000e-03,7.44e-01,
1.845000e-03,9.92e-01,
1.846000e-03,9.68e-01,
1.847000e-03,9.04e-01,
1.848000e-03,8.88e-01,
1.849000e-03,1.03e+00,
1.850000e-03,9.44e-01,
1.851000e-03,9.68e-01,
1.852000e-03,1.11e+00,
1.853000e-03,1.19e+00,
1.854000e-03,1.11e+00,
1.855000e-03,1.11e+00,
1.856000e-03,1.11e+00,
1.857000e-03,1.06e+00,
1.858000e-03,1.09e+00,
1.859000e-03,1.10e+00,
1.860000e-03,1.25e+00,
1.861000e-03,1.17e+00,
1.862000e-03,1.17e+00,
1.863000e-03,1.13e+00,
1.864000e-03,1.21e+00,
1.865000e-03,1.23e+00,
1.866000e-03,1.35e+00,
1.867000e-03,1.33e+00,
1.868000e-03,1.35e+00,
1.869000e-03,1.25e+00,
1.870000e-03,1.25e+00,
1.871000e-03,1.29e+00,
1.872000e-03,1.09e+00,
1.873000e-03,1.26e+00,
1.874000e-03,1.17e+00,
1.875000e-03,1.25e+00,
1.876000e-03,1.19e+00,
1.877000e-03,1.27e+00,
1.878000e-03,1.27e+00,
1.879000e-03,1.07e+00,
1.880000e-03,1.03e+00,
1.881000e-03,1.06e+00,
1.882000e-03,1.07e+00,
1.883000e-03,1.19e+00,
1.884000e-03,1.19e+00,
1.885000e-03,1.17e+00,
1.886000e-03,1.29e+00,
1.887000e-03,1.14e+00,
1.888000e-03,1.07e+00,
1.889000e-03,1.21e+00,
1.890000e-03,1.11e+00,
1.891000e-03,1.03e+00,
1.892000e-03,1.10e+00,
1.893000e-03,1.07e+00,
1.894000e-03,1.11e+00,
1.895000e-03,1.14e+00,
1.896000e-03,1.10e+00,
1.897000e-03,1.10e+00,
1.898000e-03,1.09e+00,
1.899000e-03,1.14e+00,
1.900000e-03,1.05e+00,
1.901000e-03,9.84e-01,
1.902000e-03,1.07e+00,
1.903000e-03,1.07e+00,
1.904000e-03,9.68e-01,
1.905000e-03,1.05e+00,
1.906000e-03,9.92e-01,
1.907000e-03,1.06e+00,
1.908000e-03,1.03e+00,
1.909000e-03,9.92e-01,
1.910000e-03,9.68e-01,
1.911000e-03,9.84e-01,
1.912000e-03,9.44e-01,
1.913000e-03,1.03e+00,
1.914000e-03,1.10e+00,
1.915000e-03,1.09e+00,
1.916000e-03,1.01e+00,
1.917000e-03,1.06e+00,
1.918000e-03,1.02e+00,
1.919000e-03,9.92e-01,
1.920000e-03,1.02e+00,
1.921000e-03,1.03e+00,
1.922000e-03,9.44e-01,
1.923000e-03,1.06e+00,
1.924000e-03,1.03e+00,
1.925000e-03,1.02e+00,
1.926000e-03,9.52e-01,
1.927000e-03,9.04e-01,
1.928000e-03,9.28e-01,
1.929000e-03,1.09e+00,
1.930000e-03,1.01e+00,
1.931000e-03,9.12e-01,
1.932000e-03,1.03e+00,
1.933000e-03,9.12e-01,
1.934000e-03,1.06e+00,
1.935000e-03,1.11e+00,
1.936000e-03,8.72e-01,
1.937000e-03,9.68e-01,
1.938000e-03,9.12e-01,
1.939000e-03,9.84e-01,
1.940000e-03,1.01e+00,
1.941000e-03,8.88e-01,
1.942000e-03,1.07e+00,
1.943000e-03,9.52e-01,
1.944000e-03,9.92e-01,
1.945000e-03,9.68e-01,
1.946000e-03,8.48e-01,
1.947000e-03,9.68e-01,
1.948000e-03,9.04e-01,
1.949000e-03,7.52e-01,
1.950000e-03,9.68e-01,
1.951000e-03,9.04e-01,
1.952000e-03,8.72e-01,
1.953000e-03,1.02e+00,
1.954000e-03,8.72e-01,
1.955000e-03,9.84e-01,
1.956000e-03,8.48e-01,
1.957000e-03,7.92e-01,
1.958000e-03,9.44e-01,
1.959000e-03,8.32e-01,
1.960000e-03,8.24e-01,
1.961000e-03,7.12e-01,
1.962000e-03,6.64e-01,
1.963000e-03,7.12e-01,
1.964000e-03,7.44e-01,
1.965000e-03,7.44e-01,
1.966000e-03,7.52e-01,
1.967000e-03,7.04e-01,
1.968000e-03,6.88e-01,
1.969000e-03,9.44e-01,
1.970000e-03,7.44e-01,
1.971000e-03,7.44e-01,
1.972000e-03,1.03e+00,
1.973000e-03,6.32e-01,
1.974000e-03,5.68e-01,
1.975000e-03,4.48e-01,
1.976000e-03,5.92e-01,
1.977000e-03,7.92e-01,
1.978000e-03,7.28e-01,
1.979000e-03,8.48e-01,
1.980000e-03,7.92e-01,
1.981000e-03,9.12e-01,
1.982000e-03,1.01e+00,
1.983000e-03,9.44e-01,
1.984000e-03,9.68e-01,
1.985000e-03,1.02e+00,
1.986000e-03,1.06e+00,
1.987000e-03,1.14e+00,
1.988000e-03,1.02e+00,
1.989000e-03,1.09e+00,
1.990000e-03,1.10e+00,
1.991000e-03,1.06e+00,
1.992000e-03,1.19e+00,
1.993000e-03,1.02e+00,
1.994000e-03,1.11e+00,
1.995000e-03,1.09e+00,
1.996000e-03,1.09e+00,
1.997000e-03,1.15e+00,
1.998000e-03,1.10e+00,
1.999000e-03,1.10e+00,
2.000000e-03,1.15e+00,
2.001000e-03,1.11e+00,
2.002000e-03,1.14e+00,
2.003000e-03,1.11e+00,
2.004000e-03,1.10e+00,
2.005000e-03,1.13e+00,
2.006000e-03,1.15e+00,
2.007000e-03,1.06e+00,
2.008000e-03,1.18e+00,
2.009000e-03,1.09e+00,
2.010000e-03,1.14e+00,
2.011000e-03,1.14e+00,
2.012000e-03,9.44e-01,
2.013000e-03,1.14e+00,
2.014000e-03,1.07e+00,
2.015000e-03,1.14e+00,
2.016000e-03,9.04e-01,
2.017000e-03,1.10e+00,
2.018000e-03,1.19e+00,
2.019000e-03,9.84e-01,
2.020000e-03,1.10e+00,
2.021000e-03,1.05e+00,
2.022000e-03,1.05e+00,
2.023000e-03,1.09e+00,
2.024000e-03,1.11e+00,
2.025000e-03,1.06e+00,
2.026000e-03,1.06e+00,
2.027000e-03,1.13e+00,
2.028000e-03,1.13e+00,
